Timestamp,Site - PV Power,Site - Load Power,Site - Grid Power,Site - Battery Power
Wed Nov 25 2020 05:01:00 GMT+1100 (AEDT),0,1024.1666666666667,1024.1666666666667,0
Wed Nov 25 2020 05:02:00 GMT+1100 (AEDT),0,1032.1666666666667,1032.1666666666667,0
Wed Nov 25 2020 05:03:00 GMT+1100 (AEDT),0,1040.8333333333333,1040.8333333333333,0
Wed Nov 25 2020 05:04:00 GMT+1100 (AEDT),0,1030.5,1030.5,0
Wed Nov 25 2020 05:05:00 GMT+1100 (AEDT),0,1008.3333333333334,1008.3333333333334,0
Wed Nov 25 2020 05:06:00 GMT+1100 (AEDT),0,1006.3333333333334,1006.3333333333334,0
Wed Nov 25 2020 05:07:00 GMT+1100 (AEDT),0,996.1666666666666,996.1666666666666,0
Wed Nov 25 2020 05:08:00 GMT+1100 (AEDT),0,1002.5,1002.5,0
Wed Nov 25 2020 05:09:00 GMT+1100 (AEDT),0,1003.8333333333334,1003.8333333333334,0
Wed Nov 25 2020 05:10:00 GMT+1100 (AEDT),0,1011.3333333333334,1011.3333333333334,0
Wed Nov 25 2020 05:11:00 GMT+1100 (AEDT),0,1016,1016,0
Wed Nov 25 2020 05:12:00 GMT+1100 (AEDT),0,1020.5,1020.5,0
Wed Nov 25 2020 05:13:00 GMT+1100 (AEDT),0,1010.5,1010.5,0
Wed Nov 25 2020 05:14:00 GMT+1100 (AEDT),0,1027,1027,0
Wed Nov 25 2020 05:15:00 GMT+1100 (AEDT),0,1022.1666666666666,1022.1666666666666,0
Wed Nov 25 2020 05:16:00 GMT+1100 (AEDT),0,1006.8,1006.8,0
Wed Nov 25 2020 05:17:00 GMT+1100 (AEDT),0,997.5,997.5,0
Wed Nov 25 2020 05:18:00 GMT+1100 (AEDT),0,1000.2857142857143,1000.2857142857143,0
Wed Nov 25 2020 05:19:00 GMT+1100 (AEDT),0,995,995,0
Wed Nov 25 2020 05:20:00 GMT+1100 (AEDT),0,996.6666666666666,996.6666666666666,0
Wed Nov 25 2020 05:21:00 GMT+1100 (AEDT),0,1006.1666666666666,1006.1666666666666,0
Wed Nov 25 2020 05:22:00 GMT+1100 (AEDT),0,997.6666666666666,997.6666666666666,0
Wed Nov 25 2020 05:23:00 GMT+1100 (AEDT),0,995.8333333333334,995.8333333333334,0
Wed Nov 25 2020 05:24:00 GMT+1100 (AEDT),0,1001.1666666666666,1001.1666666666666,0
Wed Nov 25 2020 05:25:00 GMT+1100 (AEDT),0,1005.5,1005.5,0
Wed Nov 25 2020 05:26:00 GMT+1100 (AEDT),0,1004.8333333333334,1004.8333333333334,0
Wed Nov 25 2020 05:27:00 GMT+1100 (AEDT),0,1008.5,1008.5,0
Wed Nov 25 2020 05:28:00 GMT+1100 (AEDT),0,1000.6666666666666,1000.6666666666666,0
Wed Nov 25 2020 05:29:00 GMT+1100 (AEDT),0,1003.3333333333334,1003.3333333333334,0
Wed Nov 25 2020 05:30:00 GMT+1100 (AEDT),0,1010.8333333333334,1010.8333333333334,0
Wed Nov 25 2020 05:31:00 GMT+1100 (AEDT),0,1011,1011,0
Wed Nov 25 2020 05:32:00 GMT+1100 (AEDT),0,1011.3333333333334,1011.3333333333334,0
Wed Nov 25 2020 05:33:00 GMT+1100 (AEDT),0,1017.8333333333334,1017.8333333333334,0
Wed Nov 25 2020 05:34:00 GMT+1100 (AEDT),0,1020.6666666666666,1020.6666666666666,0
Wed Nov 25 2020 05:35:00 GMT+1100 (AEDT),0,1014,1014,0
Wed Nov 25 2020 05:36:00 GMT+1100 (AEDT),0,1011.3333333333334,1011.3333333333334,0
Wed Nov 25 2020 05:37:00 GMT+1100 (AEDT),0,1018.5,1018.5,0
Wed Nov 25 2020 05:38:00 GMT+1100 (AEDT),0,1001.3333333333334,1001.3333333333334,0
Wed Nov 25 2020 05:39:00 GMT+1100 (AEDT),0,1005.6666666666666,1005.6666666666666,0
Wed Nov 25 2020 05:40:00 GMT+1100 (AEDT),0,1008.1666666666666,1008.1666666666666,0
Wed Nov 25 2020 05:41:00 GMT+1100 (AEDT),0,1018,1018,0
Wed Nov 25 2020 05:42:00 GMT+1100 (AEDT),0,1018.5,1018.5,0
Wed Nov 25 2020 05:43:00 GMT+1100 (AEDT),0,1015.5,1015.5,0
Wed Nov 25 2020 05:44:00 GMT+1100 (AEDT),0,1006.8333333333334,1006.8333333333334,0
Wed Nov 25 2020 05:45:00 GMT+1100 (AEDT),0,998.8333333333334,998.8333333333334,0
Wed Nov 25 2020 05:46:00 GMT+1100 (AEDT),0,1002,1002,0
Wed Nov 25 2020 05:47:00 GMT+1100 (AEDT),0,1001.6666666666666,1001.6666666666666,0
Wed Nov 25 2020 05:48:00 GMT+1100 (AEDT),0,1023,1023,0
Wed Nov 25 2020 05:49:00 GMT+1100 (AEDT),0,1010.5,1010.5,0
Wed Nov 25 2020 05:50:00 GMT+1100 (AEDT),0,1014.8333333333334,1014.8333333333334,0
Wed Nov 25 2020 05:51:00 GMT+1100 (AEDT),0,1012.6666666666666,1012.6666666666666,0
Wed Nov 25 2020 05:52:00 GMT+1100 (AEDT),0,1018.6666666666666,1018.6666666666666,0
Wed Nov 25 2020 05:53:00 GMT+1100 (AEDT),0,1007.6666666666666,1007.6666666666666,0
Wed Nov 25 2020 05:54:00 GMT+1100 (AEDT),0,1018.6666666666666,1018.6666666666666,0
Wed Nov 25 2020 05:55:00 GMT+1100 (AEDT),0,1010,1010,0
Wed Nov 25 2020 05:56:00 GMT+1100 (AEDT),0,1002.1666666666666,1002.1666666666666,0
Wed Nov 25 2020 05:57:00 GMT+1100 (AEDT),0,1003.1666666666666,1003.1666666666666,0
Wed Nov 25 2020 05:58:00 GMT+1100 (AEDT),0,1009.8333333333334,1009.8333333333334,0
Wed Nov 25 2020 05:59:00 GMT+1100 (AEDT),0,1010.5,1010.5,0
Wed Nov 25 2020 06:00:00 GMT+1100 (AEDT),0,1009.3333333333334,1009.3333333333334,0
Wed Nov 25 2020 06:01:00 GMT+1100 (AEDT),0,1011.1666666666666,1011.1666666666666,0
Wed Nov 25 2020 06:02:00 GMT+1100 (AEDT),0,1002.5,1002.5,0
Wed Nov 25 2020 06:03:00 GMT+1100 (AEDT),0,1001.1666666666666,1001.1666666666666,0
Wed Nov 25 2020 06:04:00 GMT+1100 (AEDT),0,1007.5,1007.5,0
Wed Nov 25 2020 06:05:00 GMT+1100 (AEDT),0,998.6666666666666,998.6666666666666,0
Wed Nov 25 2020 06:06:00 GMT+1100 (AEDT),0,985.5,985.5,0
Wed Nov 25 2020 06:07:00 GMT+1100 (AEDT),0,986.8333333333334,986.8333333333334,0
Wed Nov 25 2020 06:08:00 GMT+1100 (AEDT),0,977.8333333333334,977.8333333333334,0
Wed Nov 25 2020 06:09:00 GMT+1100 (AEDT),0,985.6666666666666,985.6666666666666,0
Wed Nov 25 2020 06:10:00 GMT+1100 (AEDT),0,958.5,958.5,0
Wed Nov 25 2020 06:11:00 GMT+1100 (AEDT),0,937.8333333333334,937.8333333333334,0
Wed Nov 25 2020 06:12:00 GMT+1100 (AEDT),0,917.3333333333334,917.3333333333334,0
Wed Nov 25 2020 06:13:00 GMT+1100 (AEDT),0,900.1666666666666,900.1666666666666,0
Wed Nov 25 2020 06:14:00 GMT+1100 (AEDT),0,889.5,889.5,0
Wed Nov 25 2020 06:15:00 GMT+1100 (AEDT),0,890.5,890.5,0
Wed Nov 25 2020 06:16:00 GMT+1100 (AEDT),0,878.8333333333334,878.8333333333334,0
Wed Nov 25 2020 06:17:00 GMT+1100 (AEDT),0,883.1666666666666,883.1666666666666,0
Wed Nov 25 2020 06:18:00 GMT+1100 (AEDT),0,883.6666666666666,883.6666666666666,0
Wed Nov 25 2020 06:19:00 GMT+1100 (AEDT),0,882.6666666666666,882.6666666666666,0
Wed Nov 25 2020 06:20:00 GMT+1100 (AEDT),0,1034.8333333333333,1034.8333333333333,0
Wed Nov 25 2020 06:21:00 GMT+1100 (AEDT),0,1157.3333333333333,1157.3333333333333,0
Wed Nov 25 2020 06:22:00 GMT+1100 (AEDT),44.166666666666664,1209.5,1165.3333333333333,0
Wed Nov 25 2020 06:23:00 GMT+1100 (AEDT),57.666666666666664,1268.6666666666667,1211,0
Wed Nov 25 2020 06:24:00 GMT+1100 (AEDT),72.33333333333333,1342.8333333333333,1270.5,0
Wed Nov 25 2020 06:25:00 GMT+1100 (AEDT),72.66666666666667,1410.5,1337.8333333333333,0
Wed Nov 25 2020 06:26:00 GMT+1100 (AEDT),74.66666666666667,1581,1506.3333333333333,0
Wed Nov 25 2020 06:27:00 GMT+1100 (AEDT),76,1600.8333333333333,1524.8333333333333,0
Wed Nov 25 2020 06:28:00 GMT+1100 (AEDT),75.83333333333333,1603,1527.1666666666667,0
Wed Nov 25 2020 06:29:00 GMT+1100 (AEDT),80.5,1620.5,1540,0
Wed Nov 25 2020 06:30:00 GMT+1100 (AEDT),76.16666666666667,1618.8333333333333,1542.6666666666667,0
Wed Nov 25 2020 06:31:00 GMT+1100 (AEDT),71.83333333333333,1612.5,1540.6666666666667,0
Wed Nov 25 2020 06:32:00 GMT+1100 (AEDT),73.83333333333333,1607.5,1533.6666666666667,0
Wed Nov 25 2020 06:33:00 GMT+1100 (AEDT),74.66666666666667,1600.8333333333333,1526.1666666666667,0
Wed Nov 25 2020 06:34:00 GMT+1100 (AEDT),72.5,1642.5,1570,0
Wed Nov 25 2020 06:35:00 GMT+1100 (AEDT),74.16666666666667,1599,1524.8333333333333,0
Wed Nov 25 2020 06:36:00 GMT+1100 (AEDT),81.16666666666667,1583.3333333333333,1502.1666666666667,0
Wed Nov 25 2020 06:37:00 GMT+1100 (AEDT),81.16666666666667,1580,1498.8333333333333,0
Wed Nov 25 2020 06:38:00 GMT+1100 (AEDT),78.16666666666667,1568.1666666666667,1490,0
Wed Nov 25 2020 06:39:00 GMT+1100 (AEDT),77.33333333333333,1578,1500.6666666666667,0
Wed Nov 25 2020 06:40:00 GMT+1100 (AEDT),78.66666666666667,1574.3333333333333,1495.6666666666667,0
Wed Nov 25 2020 06:41:00 GMT+1100 (AEDT),75.83333333333333,1571.1666666666667,1495.3333333333333,0
Wed Nov 25 2020 06:42:00 GMT+1100 (AEDT),80.16666666666667,1574.1666666666667,1494,0
Wed Nov 25 2020 06:43:00 GMT+1100 (AEDT),90.5,1585,1494.5,0
Wed Nov 25 2020 06:44:00 GMT+1100 (AEDT),101.33333333333333,1582.8333333333333,1481.5,0
Wed Nov 25 2020 06:45:00 GMT+1100 (AEDT),106.5,1583.5,1477,0
Wed Nov 25 2020 06:46:00 GMT+1100 (AEDT),114.5,1571.5,1457,0
Wed Nov 25 2020 06:47:00 GMT+1100 (AEDT),114.66666666666667,1597.6666666666667,1483,0
Wed Nov 25 2020 06:48:00 GMT+1100 (AEDT),113,1609,1496,0
Wed Nov 25 2020 06:49:00 GMT+1100 (AEDT),110.5,1611.5,1501,0
Wed Nov 25 2020 06:50:00 GMT+1100 (AEDT),111.16666666666667,1614.1666666666667,1503,0
Wed Nov 25 2020 06:51:00 GMT+1100 (AEDT),125.16666666666667,1623.6666666666667,1498.5,0
Wed Nov 25 2020 06:52:00 GMT+1100 (AEDT),132.33333333333334,1618.8333333333333,1486.5,0
Wed Nov 25 2020 06:53:00 GMT+1100 (AEDT),126.33333333333333,1638.8333333333333,1512.5,0
Wed Nov 25 2020 06:54:00 GMT+1100 (AEDT),118.83333333333333,1620.3333333333333,1501.5,0
Wed Nov 25 2020 06:55:00 GMT+1100 (AEDT),119.16666666666667,1630.1666666666667,1511,0
Wed Nov 25 2020 06:56:00 GMT+1100 (AEDT),121.16666666666667,1623.1666666666667,1502,0
Wed Nov 25 2020 06:57:00 GMT+1100 (AEDT),125.16666666666667,1590.6666666666667,1465.5,0
Wed Nov 25 2020 06:58:00 GMT+1100 (AEDT),137.83333333333334,1617.3333333333333,1479.5,0
Wed Nov 25 2020 06:59:00 GMT+1100 (AEDT),145.5,1610.5,1465,0
Wed Nov 25 2020 07:00:00 GMT+1100 (AEDT),145.33333333333334,1608.8333333333333,1463.5,0
Wed Nov 25 2020 07:01:00 GMT+1100 (AEDT),151.16666666666666,1606.1666666666667,1455,0
Wed Nov 25 2020 07:02:00 GMT+1100 (AEDT),147.33333333333334,1630.8333333333333,1483.5,0
Wed Nov 25 2020 07:03:00 GMT+1100 (AEDT),142.16666666666666,1594.6666666666667,1452.5,0
Wed Nov 25 2020 07:04:00 GMT+1100 (AEDT),137.33333333333334,1585.3333333333333,1448,0
Wed Nov 25 2020 07:05:00 GMT+1100 (AEDT),138,1579.5,1441.5,0
Wed Nov 25 2020 07:06:00 GMT+1100 (AEDT),135.5,1569,1433.5,0
Wed Nov 25 2020 07:07:00 GMT+1100 (AEDT),139.83333333333334,1590.3333333333333,1450.5,0
Wed Nov 25 2020 07:08:00 GMT+1100 (AEDT),151.33333333333334,1556.8333333333333,1405.5,0
Wed Nov 25 2020 07:09:00 GMT+1100 (AEDT),161.16666666666666,1518.6666666666667,1357.5,0
Wed Nov 25 2020 07:10:00 GMT+1100 (AEDT),164,1487,1323,0
Wed Nov 25 2020 07:11:00 GMT+1100 (AEDT),161.33333333333334,1471.8333333333333,1310.5,0
Wed Nov 25 2020 07:12:00 GMT+1100 (AEDT),162.83333333333334,1479.8333333333333,1317,0
Wed Nov 25 2020 07:13:00 GMT+1100 (AEDT),171.33333333333334,1480.3333333333333,1309,0
Wed Nov 25 2020 07:14:00 GMT+1100 (AEDT),189.66666666666666,1508.6666666666667,1319,0
Wed Nov 25 2020 07:15:00 GMT+1100 (AEDT),194.5,1502.5,1308,0
Wed Nov 25 2020 07:16:00 GMT+1100 (AEDT),191.33333333333334,1489.3333333333333,1298,0
Wed Nov 25 2020 07:17:00 GMT+1100 (AEDT),190.66666666666666,1522.6666666666667,1332,0
Wed Nov 25 2020 07:18:00 GMT+1100 (AEDT),181,1504.6666666666667,1323.6666666666667,0
Wed Nov 25 2020 07:19:00 GMT+1100 (AEDT),176.33333333333334,1505,1328.6666666666667,0
Wed Nov 25 2020 07:20:00 GMT+1100 (AEDT),177.5,1508.3333333333333,1330.8333333333333,0
Wed Nov 25 2020 07:21:00 GMT+1100 (AEDT),181.5,1516.1666666666667,1334.6666666666667,0
Wed Nov 25 2020 07:22:00 GMT+1100 (AEDT),186.66666666666666,1580.3333333333333,1393.6666666666667,0
Wed Nov 25 2020 07:23:00 GMT+1100 (AEDT),201.83333333333334,1759.8333333333333,1558,0
Wed Nov 25 2020 07:24:00 GMT+1100 (AEDT),206.33333333333334,1921.1666666666667,1714.8333333333333,0
Wed Nov 25 2020 07:25:00 GMT+1100 (AEDT),194,1781.6666666666667,1587.6666666666667,0
Wed Nov 25 2020 07:26:00 GMT+1100 (AEDT),168.16666666666666,1807.8333333333333,1639.6666666666667,0
Wed Nov 25 2020 07:27:00 GMT+1100 (AEDT),158.16666666666666,1816.5,1658.3333333333333,0
Wed Nov 25 2020 07:28:00 GMT+1100 (AEDT),177.33333333333334,1882,1704.6666666666667,0
Wed Nov 25 2020 07:29:00 GMT+1100 (AEDT),203.5,1924.8333333333333,1721.3333333333333,0
Wed Nov 25 2020 07:30:00 GMT+1100 (AEDT),212.16666666666666,1948.5,1736.3333333333333,0
Wed Nov 25 2020 07:31:00 GMT+1100 (AEDT),217.16666666666666,1879.6666666666667,1662.5,0
Wed Nov 25 2020 07:32:00 GMT+1100 (AEDT),242.83333333333334,1942.3333333333333,1699.5,0
Wed Nov 25 2020 07:33:00 GMT+1100 (AEDT),260,1934.5,1674.5,0
Wed Nov 25 2020 07:34:00 GMT+1100 (AEDT),273.5,2076.8333333333335,1803.3333333333333,0
Wed Nov 25 2020 07:35:00 GMT+1100 (AEDT),290.5,2033.1666666666667,1742.6666666666667,0
Wed Nov 25 2020 07:36:00 GMT+1100 (AEDT),290.1666666666667,1975.5,1685.3333333333333,0
Wed Nov 25 2020 07:37:00 GMT+1100 (AEDT),280,2212.3333333333335,1932.3333333333333,0
Wed Nov 25 2020 07:38:00 GMT+1100 (AEDT),262,1987.1666666666667,1725.1666666666667,0
Wed Nov 25 2020 07:39:00 GMT+1100 (AEDT),254.66666666666666,2167.6666666666665,1913,0
Wed Nov 25 2020 07:40:00 GMT+1100 (AEDT),266.1666666666667,2231.8333333333335,1965.6666666666667,0
Wed Nov 25 2020 07:41:00 GMT+1100 (AEDT),297.6666666666667,2101.5,1803.8333333333333,0
Wed Nov 25 2020 07:42:00 GMT+1100 (AEDT),302.5,2036.1666666666667,1733.6666666666667,0
Wed Nov 25 2020 07:43:00 GMT+1100 (AEDT),322.6666666666667,1969,1646.3333333333333,0
Wed Nov 25 2020 07:44:00 GMT+1100 (AEDT),338.1666666666667,2066,1727.8333333333333,0
Wed Nov 25 2020 07:45:00 GMT+1100 (AEDT),341,2239.1666666666665,1898.1666666666667,0
Wed Nov 25 2020 07:46:00 GMT+1100 (AEDT),345.8333333333333,2030.1666666666667,1684.3333333333333,0
Wed Nov 25 2020 07:47:00 GMT+1100 (AEDT),318.3333333333333,2069,1750.6666666666667,0
Wed Nov 25 2020 07:48:00 GMT+1100 (AEDT),292.3333333333333,2401.5,2109.1666666666665,0
Wed Nov 25 2020 07:49:00 GMT+1100 (AEDT),305,2032.3333333333333,1727.3333333333333,0
Wed Nov 25 2020 07:50:00 GMT+1100 (AEDT),306.6666666666667,2248.6666666666665,1942,0
Wed Nov 25 2020 07:51:00 GMT+1100 (AEDT),246.16666666666666,1989.5,1743.3333333333333,0
Wed Nov 25 2020 07:52:00 GMT+1100 (AEDT),259,2064.5,1805.5,0
Wed Nov 25 2020 07:53:00 GMT+1100 (AEDT),250,2117.3333333333335,1867.3333333333333,0
Wed Nov 25 2020 07:54:00 GMT+1100 (AEDT),252.33333333333334,2307.1666666666665,2054.8333333333335,0
Wed Nov 25 2020 07:55:00 GMT+1100 (AEDT),270.8333333333333,2063.3333333333335,1792.5,0
Wed Nov 25 2020 07:56:00 GMT+1100 (AEDT),306,2140,1834,0
Wed Nov 25 2020 07:57:00 GMT+1100 (AEDT),316.1666666666667,2106.3333333333335,1790.1666666666667,0
Wed Nov 25 2020 07:58:00 GMT+1100 (AEDT),293.3333333333333,1980.5,1687.1666666666667,0
Wed Nov 25 2020 07:59:00 GMT+1100 (AEDT),273.3333333333333,2303.3333333333335,2030,0
Wed Nov 25 2020 08:00:00 GMT+1100 (AEDT),276.8333333333333,2404.8333333333335,2128,0
Wed Nov 25 2020 08:01:00 GMT+1100 (AEDT),297,2111.3333333333335,1814.3333333333333,0
Wed Nov 25 2020 08:02:00 GMT+1100 (AEDT),306.5,2259,1952.5,0
Wed Nov 25 2020 08:03:00 GMT+1100 (AEDT),310.1666666666667,2136.8333333333335,1826.6666666666667,0
Wed Nov 25 2020 08:04:00 GMT+1100 (AEDT),293,2062,1769,0
Wed Nov 25 2020 08:05:00 GMT+1100 (AEDT),272.1666666666667,2040.8333333333333,1768.6666666666667,0
Wed Nov 25 2020 08:06:00 GMT+1100 (AEDT),253.83333333333334,2075.1666666666665,1821.3333333333333,0
Wed Nov 25 2020 08:07:00 GMT+1100 (AEDT),266,2064.6666666666665,1798.6666666666667,0
Wed Nov 25 2020 08:08:00 GMT+1100 (AEDT),278.3333333333333,1864.6666666666667,1586.3333333333333,0
Wed Nov 25 2020 08:09:00 GMT+1100 (AEDT),280.1666666666667,1874.1666666666667,1594,0
Wed Nov 25 2020 08:10:00 GMT+1100 (AEDT),278.3333333333333,2048.3333333333335,1770,0
Wed Nov 25 2020 08:11:00 GMT+1100 (AEDT),271,2076.1666666666665,1805.1666666666667,0
Wed Nov 25 2020 08:12:00 GMT+1100 (AEDT),284.6666666666667,1931.3333333333333,1646.6666666666667,0
Wed Nov 25 2020 08:13:00 GMT+1100 (AEDT),298.1666666666667,2164,1865.8333333333333,0
Wed Nov 25 2020 08:14:00 GMT+1100 (AEDT),272.1666666666667,2060.8333333333335,1788.6666666666667,0
Wed Nov 25 2020 08:15:00 GMT+1100 (AEDT),289.5,1911.6666666666667,1622.1666666666667,0
Wed Nov 25 2020 08:16:00 GMT+1100 (AEDT),327,1939,1612,0
Wed Nov 25 2020 08:17:00 GMT+1100 (AEDT),362.5,2044.1666666666667,1681.6666666666667,0
Wed Nov 25 2020 08:18:00 GMT+1100 (AEDT),394.5,2069.6666666666665,1675.1666666666667,0
Wed Nov 25 2020 08:19:00 GMT+1100 (AEDT),449.3333333333333,2059.8333333333335,1610.5,0
Wed Nov 25 2020 08:20:00 GMT+1100 (AEDT),440.3333333333333,1836.3333333333333,1396,0
Wed Nov 25 2020 08:21:00 GMT+1100 (AEDT),423.5,1836.1666666666667,1412.6666666666667,0
Wed Nov 25 2020 08:22:00 GMT+1100 (AEDT),398.6666666666667,1832.5,1433.8333333333333,0
Wed Nov 25 2020 08:23:00 GMT+1100 (AEDT),350.5,1751.5,1401,0
Wed Nov 25 2020 08:24:00 GMT+1100 (AEDT),326,1688.1666666666667,1362.1666666666667,0
Wed Nov 25 2020 08:25:00 GMT+1100 (AEDT),353.3333333333333,1703.5,1350.1666666666667,0
Wed Nov 25 2020 08:26:00 GMT+1100 (AEDT),377.8333333333333,1684.6666666666667,1306.8333333333333,0
Wed Nov 25 2020 08:27:00 GMT+1100 (AEDT),365.8333333333333,1743.8333333333333,1378,0
Wed Nov 25 2020 08:28:00 GMT+1100 (AEDT),346.5,1841.5,1495,0
Wed Nov 25 2020 08:29:00 GMT+1100 (AEDT),359.3333333333333,1869.6666666666667,1510.3333333333333,0
Wed Nov 25 2020 08:30:00 GMT+1100 (AEDT),375,1995.1666666666667,1620.1666666666667,0
Wed Nov 25 2020 08:31:00 GMT+1100 (AEDT),383.8333333333333,1964.8333333333333,1581,0
Wed Nov 25 2020 08:32:00 GMT+1100 (AEDT),395.6666666666667,2067.3333333333335,1671.6666666666667,0
Wed Nov 25 2020 08:33:00 GMT+1100 (AEDT),412.1666666666667,1973.5,1561.3333333333333,0
Wed Nov 25 2020 08:34:00 GMT+1100 (AEDT),420.1666666666667,2273.8333333333335,1853.6666666666667,0
Wed Nov 25 2020 08:35:00 GMT+1100 (AEDT),410.1666666666667,2089.1666666666665,1679,0
Wed Nov 25 2020 08:36:00 GMT+1100 (AEDT),393.8333333333333,1946,1552.1666666666667,0
Wed Nov 25 2020 08:37:00 GMT+1100 (AEDT),387.5,2136.8333333333335,1749.3333333333333,0
Wed Nov 25 2020 08:38:00 GMT+1100 (AEDT),381.6666666666667,2152.1666666666665,1770.5,0
Wed Nov 25 2020 08:39:00 GMT+1100 (AEDT),383.3333333333333,2041,1657.6666666666667,0
Wed Nov 25 2020 08:40:00 GMT+1100 (AEDT),403.5,2086.5,1683,0
Wed Nov 25 2020 08:41:00 GMT+1100 (AEDT),397.8333333333333,1830.8333333333333,1433,0
Wed Nov 25 2020 08:42:00 GMT+1100 (AEDT),410.3333333333333,1905.5,1495.1666666666667,0
Wed Nov 25 2020 08:43:00 GMT+1100 (AEDT),416.1666666666667,1840,1423.8333333333333,0
Wed Nov 25 2020 08:44:00 GMT+1100 (AEDT),420,1934.8333333333333,1514.8333333333333,0
Wed Nov 25 2020 08:45:00 GMT+1100 (AEDT),414.3333333333333,1843,1428.6666666666667,0
Wed Nov 25 2020 08:46:00 GMT+1100 (AEDT),405.1666666666667,1870.8333333333333,1465.6666666666667,0
Wed Nov 25 2020 08:47:00 GMT+1100 (AEDT),411.1666666666667,1859,1447.8333333333333,0
Wed Nov 25 2020 08:48:00 GMT+1100 (AEDT),428,2179.5,1751.5,0
Wed Nov 25 2020 08:49:00 GMT+1100 (AEDT),439.6666666666667,2093.1666666666665,1653.5,0
Wed Nov 25 2020 08:50:00 GMT+1100 (AEDT),447.5,1973.5,1526,0
Wed Nov 25 2020 08:51:00 GMT+1100 (AEDT),453.6666666666667,2118.6666666666665,1665,0
Wed Nov 25 2020 08:52:00 GMT+1100 (AEDT),480.8333333333333,2140.3333333333335,1659.5,0
Wed Nov 25 2020 08:53:00 GMT+1100 (AEDT),508.8333333333333,1990.3333333333333,1481.5,0
Wed Nov 25 2020 08:54:00 GMT+1100 (AEDT),531.1666666666666,1980.1666666666667,1449,0
Wed Nov 25 2020 08:55:00 GMT+1100 (AEDT),538.3333333333334,2305.3333333333335,1767,0
Wed Nov 25 2020 08:56:00 GMT+1100 (AEDT),602.3333333333334,2146.3333333333335,1544,0
Wed Nov 25 2020 08:57:00 GMT+1100 (AEDT),673.3333333333334,2024.8333333333333,1351.5,0
Wed Nov 25 2020 08:58:00 GMT+1100 (AEDT),606.8333333333334,1833.3333333333333,1226.5,0
Wed Nov 25 2020 08:59:00 GMT+1100 (AEDT),599.6666666666666,1950.6666666666667,1351,0
Wed Nov 25 2020 09:00:00 GMT+1100 (AEDT),586,1942.5,1356.5,0
Wed Nov 25 2020 09:01:00 GMT+1100 (AEDT),530,1894,1364,0
Wed Nov 25 2020 09:02:00 GMT+1100 (AEDT),496.8333333333333,1905.3333333333333,1408.5,0
Wed Nov 25 2020 09:03:00 GMT+1100 (AEDT),490.6666666666667,1913.6666666666667,1423,0
Wed Nov 25 2020 09:04:00 GMT+1100 (AEDT),495.3333333333333,1881.3333333333333,1386,0
Wed Nov 25 2020 09:05:00 GMT+1100 (AEDT),498.1666666666667,1875.1666666666667,1377,0
Wed Nov 25 2020 09:06:00 GMT+1100 (AEDT),503,2034.5,1531.5,0
Wed Nov 25 2020 09:07:00 GMT+1100 (AEDT),527.8333333333334,2211.8333333333335,1684,0
Wed Nov 25 2020 09:08:00 GMT+1100 (AEDT),547,2222,1675,0
Wed Nov 25 2020 09:09:00 GMT+1100 (AEDT),536.8333333333334,2116.3333333333335,1579.5,0
Wed Nov 25 2020 09:10:00 GMT+1100 (AEDT),534.6666666666666,2081.6666666666665,1547,0
Wed Nov 25 2020 09:11:00 GMT+1100 (AEDT),561.8333333333334,2251.8333333333335,1690,0
Wed Nov 25 2020 09:12:00 GMT+1100 (AEDT),597.6666666666666,2424.6666666666665,1827,0
Wed Nov 25 2020 09:13:00 GMT+1100 (AEDT),622.5,2510.5,1888,0
Wed Nov 25 2020 09:14:00 GMT+1100 (AEDT),617,2579.5,1962.5,0
Wed Nov 25 2020 09:15:00 GMT+1100 (AEDT),603.3333333333334,2220.8333333333335,1617.5,0
Wed Nov 25 2020 09:16:00 GMT+1100 (AEDT),578.5,2117.5,1539,0
Wed Nov 25 2020 09:17:00 GMT+1100 (AEDT),549.3333333333334,2326.8333333333335,1777.5,0
Wed Nov 25 2020 09:18:00 GMT+1100 (AEDT),529,2177,1648,0
Wed Nov 25 2020 09:19:00 GMT+1100 (AEDT),527.3333333333334,2223.3333333333335,1696,0
Wed Nov 25 2020 09:20:00 GMT+1100 (AEDT),571.3333333333334,2201.8333333333335,1630.5,0
Wed Nov 25 2020 09:21:00 GMT+1100 (AEDT),629,2327,1698,0
Wed Nov 25 2020 09:22:00 GMT+1100 (AEDT),653.1666666666666,2256.6666666666665,1603.5,0
Wed Nov 25 2020 09:23:00 GMT+1100 (AEDT),643.6666666666666,2135.6666666666665,1492,0
Wed Nov 25 2020 09:24:00 GMT+1100 (AEDT),641,2388,1747,0
Wed Nov 25 2020 09:25:00 GMT+1100 (AEDT),640.6666666666666,2457.1666666666665,1816.5,0
Wed Nov 25 2020 09:26:00 GMT+1100 (AEDT),623.8333333333334,2330.8333333333335,1707,0
Wed Nov 25 2020 09:27:00 GMT+1100 (AEDT),607.1666666666666,2277.6666666666665,1670.5,0
Wed Nov 25 2020 09:28:00 GMT+1100 (AEDT),607.6666666666666,2223.6666666666665,1616,0
Wed Nov 25 2020 09:29:00 GMT+1100 (AEDT),651.5,2456.5,1805,0
Wed Nov 25 2020 09:30:00 GMT+1100 (AEDT),591.3333333333334,2135.3333333333335,1544,0
